,id,Wave,Answer,Repeater,Course,Group,Sex,outlier_type,outlier
5413,1919.0,k,1,0.0,3,303,1,0,0
6132,1919.0,l,1,0.0,4,404,1,0,0
6734,1919.0,m,1,0.0,4,404,1,0,0
7281,1919.0,n,1,0.0,4,404,1,0,0
847,1920.0,c,1,0.0,1,104,1,0,0
1373,1920.0,d,1,0.0,1,104,1,0,0
1978,1920.0,e,1,0.0,1,104,1,0,0
2638,1920.0,f,1,0.0,2,205,1,0,0
3149,1920.0,g,1,0.0,2,205,1,0,0
3668,1920.0,h,1,0.0,2,205,1,0,0
4376,1920.0,i,1,0.0,3,303,1,0,0
4819,1920.0,j,1,0.0,3,303,1,0,0
5398,1920.0,k,1,0.0,3,303,1,0,0
6202,1920.0,l,1,0.0,4,402,1,0,0
6672,1920.0,m,1,0.0,4,402,1,0,0
7296,1920.0,n,1,0.0,4,402,1,0,0
848,1921.0,c,0,0.0,1,104,1,0,0
1372,1921.0,d,1,0.0,1,104,1,0,0
1977,1921.0,e,1,0.0,1,104,1,0,0
2463,1921.0,f,1,3.0,1,105,1,0,0
2936,1921.0,g,1,2.0,1,105,1,0,0
3495,1921.0,h,1,1.0,1,105,1,0,0
4115,1921.0,i,1,0.0,2,205,1,0,0
4671,1921.0,j,1,0.0,2,205,1,0,0
5308,1921.0,k,1,0.0,2,205,1,0,0
5930,1921.0,l,1,3.0,2,206,1,0,0
6436,1921.0,m,1,2.0,2,206,1,0,0
6968,1921.0,n,0,1.0,2,206,1,0,0
850,1922.0,c,0,0.0,1,104,1,0,0
1370,1922.0,d,1,0.0,1,104,1,0,0
1975,1922.0,e,1,0.0,1,104,1,0,0
2639,1922.0,f,1,0.0,2,205,1,0,0
3150,1922.0,g,1,0.0,2,205,1,0,0
3669,1922.0,h,1,0.0,2,205,1,0,0
4372,1922.0,i,1,0.0,3,303,1,0,0
4816,1922.0,j,1,0.0,3,303,1,0,0
5401,1922.0,k,1,0.0,3,303,1,0,0
6199,1922.0,l,1,0.0,4,402,1,0,0
6643,1922.0,m,1,0.0,4,403,1,0,0
7318,1922.0,n,1,0.0,4,403,1,0,0
852,1923.0,c,1,0.0,1,104,0,0,0
1368,1923.0,d,1,0.0,1,104,0,0,0
1981,1923.0,e,1,0.0,1,104,0,10,1
853,1924.0,c,1,0.0,1,104,1,0,0
1387,1924.0,d,1,0.0,1,104,1,1,1
1993,1924.0,e,1,0.0,1,104,1,0,0
2613,1924.0,f,1,0.0,2,205,1,0,0
3151,1924.0,g,0,0.0,2,205,1,0,0
3670,1924.0,h,1,0.0,2,205,1,0,0
4305,1924.0,i,1,0.0,3,304,1,0,0
4815,1924.0,j,1,0.0,3,304,1,0,0
5458,1924.0,k,1,0.0,3,304,1,1,1
6130,1924.0,l,1,0.0,4,404,1,0,0
6745,1924.0,m,1,0.0,4,404,1,0,0
7279,1924.0,n,1,0.0,4,404,1,0,0
854,1925.0,c,1,0.0,1,104,1,0,0
1432,1925.0,d,1,0.0,1,104,1,0,0
2003,1925.0,e,1,0.0,1,104,1,0,0
2607,1925.0,f,1,0.0,2,259,1,0,0
3160,1925.0,g,0,0.0,2,259,1,0,0
3682,1925.0,h,1,0.0,2,259,1,0,0
4343,1925.0,i,1,0.0,3,344,1,0,0
4833,1925.0,j,1,0.0,3,344,1,0,0
5441,1925.0,k,1,0.0,3,344,1,0,0
6151,1925.0,l,1,0.0,4,434,1,0,0
6741,1925.0,m,1,0.0,4,434,1,0,0
7247,1925.0,n,1,0.0,4,434,1,0,0
855,1926.0,c,1,0.0,1,104,1,0,0
1434,1926.0,d,1,0.0,1,104,1,0,0
1994,1926.0,e,1,0.0,1,104,1,0,0
2472,1926.0,f,1,3.0,1,105,1,0,0
2967,1926.0,g,1,2.0,1,105,1,0,0
3512,1926.0,h,1,1.0,1,105,1,0,0
856,1927.0,c,1,0.0,1,104,1,0,0
1433,1927.0,d,1,0.0,1,104,1,100,1
2012,1927.0,e,1,0.0,1,104,1,0,0
2612,1927.0,f,1,0.0,2,205,1,0,0
3153,1927.0,g,1,0.0,2,205,1,0,0
3672,1927.0,h,1,0.0,2,205,1,0,0
4263,1927.0,i,1,0.0,3,305,1,0,0
4881,1927.0,j,1,0.0,3,305,1,0,0
5382,1927.0,k,1,0.0,3,305,1,0,0
6089,1927.0,l,1,0.0,4,404,1,0,0
6747,1927.0,m,1,0.0,4,404,1,1,1
7276,1927.0,n,0,0.0,4,404,1,0,0
857,1928.0,c,1,0.0,1,104,1,0,0
1452,1928.0,d,1,0.0,1,104,1,0,0
2011,1928.0,e,1,0.0,1,104,1,0,0
2595,1928.0,f,1,0.0,2,204,1,0,0
3089,1928.0,g,1,0.0,2,204,1,0,0
3703,1928.0,h,1,0.0,2,204,1,0,0
4262,1928.0,i,1,0.0,3,305,1,0,0
4880,1928.0,j,1,0.0,3,305,1,0,0
5383,1928.0,k,1,0.0,3,305,1,0,0
6088,1928.0,l,1,0.0,4,404,1,0,0
6742,1928.0,m,1,0.0,4,404,1,0,0
7275,1928.0,n,1,0.0,4,404,1,0,0
858,1929.0,c,1,0.0,1,104,0,0,0
1451,1929.0,d,1,0.0,1,104,0,0,0
2010,1929.0,e,1,0.0,1,104,0,0,0
2627,1929.0,f,1,0.0,2,249,0,0,0
3138,1929.0,g,1,0.0,2,249,0,0,0
3687,1929.0,h,1,0.0,2,249,0,0,0
4334,1929.0,i,1,0.0,3,344,0,0,0
4832,1929.0,j,1,0.0,3,344,0,0,0
5442,1929.0,k,1,0.0,3,344,0,0,0
6191,1929.0,l,1,0.0,4,424,0,0,0
6648,1929.0,m,1,0.0,4,424,0,0,0
7325,1929.0,n,1,0.0,4,424,0,0,0
859,1930.0,c,1,0.0,1,104,0,0,0
1450,1930.0,d,1,0.0,1,104,0,0,0
2009,1930.0,e,1,0.0,1,104,0,0,0
2596,1930.0,f,1,0.0,2,204,0,0,0
3090,1930.0,g,1,0.0,2,204,0,0,0
3702,1930.0,h,1,0.0,2,204,0,0,0
4260,1930.0,i,1,0.0,3,305,0,0,0
4878,1930.0,j,1,0.0,3,305,0,0,0
5385,1930.0,k,1,0.0,3,305,0,0,0
6086,1930.0,l,1,0.0,4,404,0,0,0
6739,1930.0,m,1,0.0,4,404,0,0,0
7273,1930.0,n,1,0.0,4,404,0,0,0
860,1931.0,c,1,0.0,1,104,0,0,0
1449,1931.0,d,1,0.0,1,104,0,0,0
2008,1931.0,e,1,0.0,1,104,0,0,0
2614,1931.0,f,1,0.0,2,204,0,0,0
3092,1931.0,g,1,0.0,2,204,0,0,0
3701,1931.0,h,1,0.0,2,204,0,0,0
4336,1931.0,i,1,0.0,3,304,0,0,0
4842,1931.0,j,1,0.0,3,304,0,0,0
5469,1931.0,k,1,0.0,3,304,0,0,0
6084,1931.0,l,1,0.0,4,404,0,0,0
6737,1931.0,m,1,0.0,4,404,0,0,0
7282,1931.0,n,1,0.0,4,404,0,0,0
861,1932.0,c,0,0.0,1,104,0,0,0
1448,1932.0,d,1,0.0,1,104,0,0,0
2007,1932.0,e,1,0.0,1,104,0,0,0
2619,1932.0,f,1,0.0,2,204,0,0,0
3129,1932.0,g,1,0.0,2,204,0,0,0
3697,1932.0,h,1,0.0,2,204,0,0,0
4315,1932.0,i,1,0.0,3,304,0,0,0
4841,1932.0,j,1,0.0,3,304,0,0,0
5452,1932.0,k,1,0.0,3,304,0,0,0
6110,1932.0,l,1,0.0,4,403,0,0,0
6662,1932.0,m,1,0.0,4,403,0,0,0
7270,1932.0,n,1,0.0,4,403,0,0,0
862,1933.0,c,1,0.0,1,104,0,0,0
1447,1933.0,d,1,0.0,1,104,0,0,0
1956,1933.0,e,1,0.0,1,104,0,0,0
2598,1933.0,f,1,0.0,2,205,0,0,0
3059,1933.0,g,1,0.0,2,205,0,0,0
3674,1933.0,h,1,0.0,2,205,0,0,0
4369,1933.0,i,1,0.0,3,303,0,0,0
4813,1933.0,j,1,0.0,3,303,0,0,0
5405,1933.0,k,1,0.0,3,303,0,0,0
6109,1933.0,l,1,0.0,4,403,0,0,0
6663,1933.0,m,1,0.0,4,403,0,0,0
7255,1933.0,n,1,0.0,4,403,0,0,0
863,1934.0,c,1,0.0,1,104,0,0,0
1446,1934.0,d,1,0.0,1,104,0,0,0
1955,1934.0,e,1,0.0,1,104,0,0,0
2621,1934.0,f,1,0.0,2,204,0,0,0
3131,1934.0,g,1,0.0,2,204,0,100,1
3694,1934.0,h,1,0.0,2,204,0,1100,1
4367,1934.0,i,1,0.0,3,303,0,100,1
4811,1934.0,j,1,0.0,3,303,0,0,0
5407,1934.0,k,1,0.0,3,303,0,0,0
6080,1934.0,l,1,0.0,4,404,0,0,0
6716,1934.0,m,1,0.0,4,404,0,0,0
7267,1934.0,n,1,0.0,4,404,0,0,0
864,1935.0,c,1,0.0,1,104,0,0,0
1445,1935.0,d,1,0.0,1,104,0,0,0
1990,1935.0,e,1,0.0,1,104,0,0,0
2658,1935.0,f,1,0.0,2,201,0,0,0
3183,1935.0,g,1,0.0,2,201,0,0,0
3636,1935.0,h,1,0.0,2,201,0,0,0
4346,1935.0,i,1,0.0,3,302,0,0,0
4894,1935.0,j,1,0.0,3,302,0,0,0
5421,1935.0,k,1,0.0,3,302,0,0,0
6167,1935.0,l,1,0.0,4,401,0,0,0
6714,1935.0,m,0,0.0,4,401,0,0,0
7211,1935.0,n,1,0.0,4,401,0,0,0
865,1936.0,c,1,0.0,1,104,0,0,0
1453,1936.0,d,1,0.0,1,104,0,0,0
1989,1936.0,e,1,0.0,1,104,0,0,0
2624,1936.0,f,1,0.0,2,204,0,0,0
3134,1936.0,g,1,0.0,2,204,0,0,0
3691,1936.0,h,1,0.0,2,204,0,0,0
4267,1936.0,i,1,0.0,3,305,0,0,0
4867,1936.0,j,1,0.0,3,305,0,0,0
5375,1936.0,k,1,0.0,3,305,0,0,0
6183,1936.0,l,1,0.0,4,402,0,0,0
6671,1936.0,m,1,0.0,4,402,0,0,0
7329,1936.0,n,1,0.0,4,402,0,0,0
866,1937.0,c,1,0.0,1,104,1,0,0
1444,1937.0,d,1,0.0,1,104,1,0,0
1988,1937.0,e,1,0.0,1,104,1,0,0
2603,1937.0,f,0,0.0,2,205,1,0,0
3135,1937.0,g,1,0.0,2,204,1,0,0
3690,1937.0,h,1,0.0,2,204,1,0,0
4269,1937.0,i,1,0.0,3,305,1,0,0
4866,1937.0,j,1,0.0,3,305,1,0,0
5373,1937.0,k,1,0.0,3,305,1,0,0
6074,1937.0,l,1,0.0,4,404,1,0,0
6712,1937.0,m,1,0.0,4,404,1,0,0
7260,1937.0,n,1,0.0,4,404,1,0,0
843,1938.0,c,1,0.0,1,105,1,1,1
1442,1938.0,d,1,0.0,1,105,1,0,0
2006,1938.0,e,1,0.0,1,105,1,1,1
2585,1938.0,f,1,0.0,2,203,1,1,1
3116,1938.0,g,1,0.0,2,203,1,11,1
3576,1938.0,h,1,0.0,2,203,1,1,1
4363,1938.0,i,1,0.0,3,303,1,1,1
4888,1938.0,j,1,0.0,3,303,1,10,1
5427,1938.0,k,1,0.0,3,303,1,0,0
6143,1938.0,l,0,0.0,4,404,1,0,0
6724,1938.0,m,1,0.0,4,404,1,0,0
7238,1938.0,n,1,0.0,4,404,1,0,0
842,1939.0,c,1,0.0,1,105,1,0,0
1441,1939.0,d,1,0.0,1,105,1,0,0
2005,1939.0,e,1,0.0,1,105,1,0,0
2554,1939.0,f,1,0.0,2,204,1,0,0
3078,1939.0,g,1,0.0,2,204,1,0,0
3605,1939.0,h,1,0.0,2,204,1,0,0
4329,1939.0,i,1,0.0,3,305,1,0,0
4827,1939.0,j,1,0.0,3,305,1,0,0
5448,1939.0,k,1,0.0,3,305,1,0,0
6152,1939.0,l,1,0.0,4,404,1,0,0
6725,1939.0,m,1,0.0,4,404,1,0,0
7333,1939.0,n,1,0.0,4,404,1,0,0
841,1940.0,c,1,0.0,1,105,1,0,0
1440,1940.0,d,1,0.0,1,105,1,0,0
2013,1940.0,e,1,0.0,1,105,1,0,0
2632,1940.0,f,1,0.0,2,205,1,0,0
3154,1940.0,g,1,0.0,2,205,1,0,0
3661,1940.0,h,1,0.0,2,205,1,0,0
4308,1940.0,i,1,0.0,3,304,1,0,0
4863,1940.0,j,1,0.0,3,304,1,0,0
5455,1940.0,k,1,0.0,3,304,1,0,0
6178,1940.0,l,0,0.0,4,402,1,0,0
6687,1940.0,m,1,0.0,4,402,1,0,0
7299,1940.0,n,1,0.0,4,402,1,0,0
828,1941.0,c,1,0.0,1,105,1,0,0
1439,1941.0,d,1,0.0,1,105,1,0,0
2004,1941.0,e,1,0.0,1,105,1,0,0
2655,1941.0,f,1,0.0,2,201,1,0,0
3167,1941.0,g,1,0.0,2,201,1,0,0
3652,1941.0,h,0,0.0,2,201,1,0,0
4277,1941.0,i,1,0.0,3,301,1,0,0
4919,1941.0,j,1,0.0,3,301,1,0,0
5498,1941.0,k,1,0.0,3,301,1,0,0
6094,1941.0,l,1,0.0,4,401,1,0,0
6757,1941.0,m,1,0.0,4,401,1,0,0
7227,1941.0,n,1,0.0,4,401,1,0,0
818,1942.0,c,1,0.0,1,105,0,0,0
1438,1942.0,d,1,0.0,1,105,0,0,0
2002,1942.0,e,1,0.0,1,105,0,0,0
2555,1942.0,f,1,0.0,2,204,0,0,0
3079,1942.0,g,1,0.0,2,204,0,0,0
3604,1942.0,h,1,0.0,2,204,0,0,0
4373,1942.0,i,0,0.0,3,303,0,0,0
4817,1942.0,j,0,0.0,3,303,0,0,0
5400,1942.0,k,0,0.0,3,303,0,0,0
819,1943.0,c,1,0.0,1,105,0,0,0
1437,1943.0,d,1,0.0,1,105,0,0,0
2001,1943.0,e,1,0.0,1,105,0,0,0
2432,1943.0,f,0,3.0,1,104,0,0,0
2951,1943.0,g,1,2.0,1,104,0,0,0
3469,1943.0,h,1,1.0,1,104,0,0,0
4160,1943.0,i,0,0.0,2,204,0,0,0
4768,1943.0,j,1,0.0,2,204,0,0,0
5245,1943.0,k,1,0.0,2,204,0,0,0
6059,1943.0,l,1,0.0,3,304,0,0,0
6527,1943.0,m,1,0.0,3,304,0,0,0
7185,1943.0,n,1,0.0,3,304,0,0,0
820,1944.0,c,1,0.0,1,105,1,0,0
1436,1944.0,d,1,0.0,1,105,1,0,0
2000,1944.0,e,1,0.0,1,105,1,0,0
2559,1944.0,f,0,0.0,2,204,1,0,0
3083,1944.0,g,1,0.0,2,204,1,0,0
3659,1944.0,h,0,0.0,2,204,1,0,0
4157,1944.0,i,1,3.0,2,204,1,0,0
4771,1944.0,j,1,2.0,2,204,1,0,0
5248,1944.0,k,1,1.0,2,204,1,0,0
6048,1944.0,l,0,0.0,3,305,1,0,0
6561,1944.0,m,1,0.0,3,305,1,0,0
7133,1944.0,n,1,0.0,3,305,1,0,0
821,1945.0,c,1,0.0,1,105,0,0,0
1435,1945.0,d,1,0.0,1,105,0,0,0
1999,1945.0,e,1,0.0,1,105,0,0,0
2560,1945.0,f,1,0.0,2,204,0,0,0
3084,1945.0,g,1,0.0,2,204,0,0,0
3708,1945.0,h,1,0.0,2,204,0,0,0
822,1946.0,c,0,0.0,1,105,0,0,0
1443,1946.0,d,1,0.0,1,105,0,0,0
1998,1946.0,e,1,0.0,1,105,0,0,0
2402,1946.0,f,1,3.0,1,104,0,0,0
2955,1946.0,g,0,2.0,1,104,0,0,0
3478,1946.0,h,1,1.0,1,104,0,0,0
823,1947.0,c,1,0.0,1,105,0,0,0
1454,1947.0,d,1,0.0,1,105,0,0,0
1997,1947.0,e,1,0.0,1,105,0,0,0
824,1948.0,c,1,0.0,1,105,1,0,0
1464,1948.0,d,1,0.0,1,105,1,0,0
1996,1948.0,e,1,0.0,1,105,1,0,0
2562,1948.0,f,1,0.0,2,204,1,0,0
3086,1948.0,g,0,0.0,2,204,1,0,0
3706,1948.0,h,1,0.0,2,204,1,0,0
4311,1948.0,i,1,0.0,3,304,1,0,0
4851,1948.0,j,1,0.0,3,304,1,0,0
5461,1948.0,k,1,0.0,3,304,1,0,0
6091,1948.0,l,1,0.0,4,404,1,0,0
6744,1948.0,m,1,0.0,4,404,1,0,0
7278,1948.0,n,1,0.0,4,404,1,0,0
825,1949.0,c,0,0.0,1,105,1,0,0
1455,1949.0,d,1,0.0,1,105,1,0,0
1995,1949.0,e,1,0.0,1,105,1,0,0
2541,1949.0,f,1,0.0,2,203,1,0,0
3065,1949.0,g,1,0.0,2,203,1,0,0
3618,1949.0,h,1,0.0,2,203,1,0,0
4323,1949.0,i,1,0.0,3,304,1,0,0
4847,1949.0,j,1,0.0,3,304,1,0,0
5465,1949.0,k,1,0.0,3,304,1,0,0
6194,1949.0,l,1,0.0,4,402,1,0,0
6699,1949.0,m,1,0.0,4,402,1,0,0
7289,1949.0,n,1,0.0,4,402,1,0,0
827,1950.0,c,1,0.0,1,105,1,0,0
1472,1950.0,d,1,0.0,1,105,1,0,0
1992,1950.0,e,1,0.0,1,105,1,0,0
2611,1950.0,f,1,0.0,2,205,1,0,0
3057,1950.0,g,1,0.0,2,205,1,0,0
3684,1950.0,h,1,0.0,2,205,1,0,0
4338,1950.0,i,1,0.0,3,304,1,0,0
4844,1950.0,j,1,0.0,3,304,1,0,0
5468,1950.0,k,1,0.0,3,304,1,0,0
6087,1950.0,l,1,0.0,4,404,1,0,0
6740,1950.0,m,1,0.0,4,404,1,0,0
7274,1950.0,n,1,0.0,4,404,1,0,0
829,1951.0,c,1,0.0,1,105,0,0,0
1471,1951.0,d,1,0.0,1,105,0,0,0
1972,1951.0,e,1,0.0,1,105,0,0,0
2616,1951.0,f,1,0.0,2,204,0,0,0
3126,1951.0,g,1,0.0,2,204,0,0,0
3699,1951.0,h,1,0.0,2,204,0,0,0
4258,1951.0,i,1,0.0,3,305,0,0,0
4876,1951.0,j,1,0.0,3,305,0,0,0
5387,1951.0,k,1,0.0,3,305,0,0,0
6083,1951.0,l,1,0.0,4,404,0,0,0
6736,1951.0,m,1,0.0,4,404,0,0,0
7271,1951.0,n,1,0.0,4,404,0,0,0
840,1952.0,c,1,0.0,1,105,1,0,0
1470,1952.0,d,1,0.0,1,105,1,0,0
1971,1952.0,e,1,0.0,1,105,1,0,0
2425,1952.0,f,1,3.0,1,103,1,0,0
3022,1952.0,g,1,2.0,1,103,1,0,0
3516,1952.0,h,1,1.0,1,103,1,0,0
4219,1952.0,i,1,0.0,2,203,1,0,0
4748,1952.0,j,1,0.0,2,203,1,0,0
5258,1952.0,k,1,0.0,2,203,1,0,0
830,1953.0,c,1,0.0,1,105,0,0,0
1469,1953.0,d,1,0.0,1,105,0,0,0
1969,1953.0,e,1,0.0,1,105,0,0,0
2653,1953.0,f,1,0.0,2,201,0,0,0
3179,1953.0,g,1,0.0,2,201,0,0,0
3641,1953.0,h,1,0.0,2,201,0,0,0
4298,1953.0,i,1,0.0,3,301,0,0,0
4945,1953.0,j,1,0.0,3,301,0,0,0
5507,1953.0,k,1,0.0,3,301,0,0,0
6173,1953.0,l,1,0.0,4,401,0,0,0
6767,1953.0,m,0,0.0,4,401,0,0,0
7217,1953.0,n,1,0.0,4,401,0,0,0
832,1954.0,c,0,0.0,1,105,0,0,0
1467,1954.0,d,1,0.0,1,105,0,0,0
1967,1954.0,e,1,0.0,1,105,0,0,0
2608,1954.0,f,0,0.0,2,259,0,0,0
3161,1954.0,g,1,0.0,2,259,0,0,0
3683,1954.0,h,0,0.0,2,259,0,0,0
834,1955.0,c,1,0.0,1,105,0,0,0
1474,1955.0,d,1,0.0,1,105,0,0,0
1965,1955.0,e,1,0.0,1,105,0,0,0
2620,1955.0,f,1,0.0,2,204,0,0,0
3130,1955.0,g,1,0.0,2,204,0,0,0
3695,1955.0,h,1,0.0,2,204,0,0,0
4314,1955.0,i,1,0.0,3,304,0,0,0
4854,1955.0,j,1,0.0,3,304,0,0,0
5450,1955.0,k,1,0.0,3,304,0,0,0
6082,1955.0,l,1,0.0,4,404,0,0,0
6735,1955.0,m,1,0.0,4,404,0,0,0
7269,1955.0,n,1,0.0,4,404,0,0,0
835,1956.0,c,1,0.0,1,105,0,0,0
1465,1956.0,d,0,0.0,1,105,0,0,0
1964,1956.0,e,1,0.0,1,105,0,0,0
836,1957.0,c,1,0.0,1,105,0,0,0
1463,1957.0,d,1,0.0,1,105,0,0,0
1963,1957.0,e,1,0.0,1,105,0,0,0
2622,1957.0,f,1,0.0,2,204,0,0,0
3132,1957.0,g,1,0.0,2,204,0,0,0
3693,1957.0,h,1,0.0,2,204,0,0,0
4256,1957.0,i,1,0.0,3,305,0,0,0
4874,1957.0,j,1,0.0,3,305,0,0,0
5389,1957.0,k,1,0.0,3,305,0,0,0
6078,1957.0,l,1,0.0,4,404,0,0,0
6713,1957.0,m,1,0.0,4,404,0,0,0
7265,1957.0,n,1,0.0,4,404,0,0,0
837,1958.0,c,1,0.0,1,105,0,0,0
1462,1958.0,d,1,0.0,1,105,0,0,0
1962,1958.0,e,1,0.0,1,105,0,0,0
2600,1958.0,f,1,0.0,2,205,0,0,0
3139,1958.0,g,1,0.0,2,205,0,0,0
3676,1958.0,h,1,0.0,2,205,0,0,0
4312,1958.0,i,1,0.0,3,304,0,0,0
4837,1958.0,j,1,0.0,3,304,0,0,0
5437,1958.0,k,1,0.0,3,304,0,0,0
6127,1958.0,l,0,0.0,4,403,0,0,0
6670,1958.0,m,1,0.0,4,403,0,0,0
7249,1958.0,n,0,0.0,4,403,0,0,0
838,1959.0,c,1,0.0,1,105,0,0,0
1461,1959.0,d,1,0.0,1,105,0,0,0
1970,1959.0,e,1,0.0,1,105,0,0,0
2601,1959.0,f,1,0.0,2,205,0,0,0
3155,1959.0,g,1,0.0,2,205,0,0,0
3677,1959.0,h,1,0.0,2,205,0,0,0
4380,1959.0,i,1,0.0,3,303,0,0,0
4809,1959.0,j,1,0.0,3,303,0,0,0
5408,1959.0,k,1,0.0,3,303,0,0,0
6077,1959.0,l,1,0.0,4,404,0,0,0
6709,1959.0,m,1,0.0,4,404,0,0,0
7264,1959.0,n,1,0.0,4,404,0,0,0
839,1960.0,c,1,0.0,1,105,0,0,0
1460,1960.0,d,1,0.0,1,105,0,0,0
1961,1960.0,e,1,0.0,1,105,0,0,0
2623,1960.0,f,1,0.0,2,204,0,0,0
3133,1960.0,g,1,0.0,2,204,0,100,1
3692,1960.0,h,1,0.0,2,204,0,1100,1
4344,1960.0,i,1,0.0,3,303,0,0,0
4821,1960.0,j,0,0.0,3,303,0,0,0
5409,1960.0,k,1,0.0,3,303,0,0,0
6128,1960.0,l,1,0.0,4,403,0,0,0
6678,1960.0,m,1,0.0,4,403,0,0,0
7248,1960.0,n,0,0.0,4,403,0,0,0
867,1961.0,c,1,0.0,1,105,1,0,0
1459,1961.0,d,1,0.0,1,105,1,0,0
1960,1961.0,e,1,0.0,1,105,1,0,0
2609,1961.0,f,1,0.0,2,259,1,0,0
3162,1961.0,g,1,0.0,2,259,1,0,0
3660,1961.0,h,1,0.0,2,259,1,0,0
4332,1961.0,i,1,0.0,3,344,1,0,0
4830,1961.0,j,1,0.0,3,344,1,100,1
5445,1961.0,k,1,0.0,3,344,1,0,0
6146,1961.0,l,1,0.0,4,434,1,0,0
6721,1961.0,m,1,0.0,4,434,1,0,0
7243,1961.0,n,1,0.0,4,434,1,0,0
868,1962.0,c,1,0.0,1,105,0,0,0
1458,1962.0,d,1,0.0,1,105,0,0,0
1959,1962.0,e,1,0.0,1,105,0,0,0
2602,1962.0,f,1,0.0,2,205,0,0,0
3163,1962.0,g,1,0.0,2,205,0,0,0
3678,1962.0,h,1,0.0,2,205,0,0,0
4310,1962.0,i,1,0.0,3,304,0,0,0
4836,1962.0,j,1,0.0,3,304,0,0,0
5438,1962.0,k,1,0.0,3,304,0,0,0
6075,1962.0,l,1,0.0,4,404,0,0,0
6711,1962.0,m,1,0.0,4,404,0,0,0
7261,1962.0,n,1,0.0,4,404,0,0,0
869,1963.0,c,1,0.0,1,105,1,0,0
1457,1963.0,d,1,0.0,1,105,1,0,0
1958,1963.0,e,1,0.0,1,105,1,0,0
2564,1963.0,f,1,0.0,2,203,1,0,0
3076,1963.0,g,1,0.0,2,203,1,0,0
3607,1963.0,h,1,0.0,2,203,1,0,0
4268,1963.0,i,1,0.0,3,305,1,0,0
4868,1963.0,j,1,0.0,3,305,1,0,0
5376,1963.0,k,1,0.0,3,305,1,0,0
6184,1963.0,l,1,0.0,4,402,1,0,0
6697,1963.0,m,1,0.0,4,402,1,0,0
7330,1963.0,n,1,0.0,4,402,1,1000,1
870,1964.0,c,1,0.0,1,105,1,0,0
1456,1964.0,d,1,0.0,1,105,1,1,1
1957,1964.0,e,1,0.0,1,105,1,0,0
2604,1964.0,f,1,0.0,2,205,1,0,0
3156,1964.0,g,1,0.0,2,205,1,0,0
3679,1964.0,h,1,0.0,2,205,1,0,0
1025,1965.0,c,1,0.0,2,203,0,0,0
1514,1965.0,d,1,0.0,2,203,0,0,0
2017,1965.0,e,1,0.0,2,203,0,0,0
2726,1965.0,f,1,0.0,3,303,0,0,0
3242,1965.0,g,1,0.0,3,303,0,0,0
3766,1965.0,h,1,0.0,3,303,0,0,0
4431,1965.0,i,1,0.0,4,405,0,0,0
5063,1965.0,j,1,0.0,4,405,0,0,0
5588,1965.0,k,1,0.0,4,405,0,0,0
1118,1966.0,c,1,0.0,3,304,1,0,0
1666,1966.0,d,1,0.0,3,304,1,0,0
2213,1966.0,e,1,0.0,3,304,1,0,0
2908,1966.0,f,1,0.0,4,404,1,0,0
3348,1966.0,g,1,0.0,4,404,1,0,0
3883,1966.0,h,1,0.0,4,404,1,0,0
4395,1966.0,i,1,3.0,4,404,1,0,0
5042,1966.0,j,1,2.0,4,404,1,0,0
5566,1966.0,k,1,1.0,4,404,1,0,0
1228,1967.0,c,1,0.0,3,305,1,0,0
1681,1967.0,d,1,0.0,3,305,1,0,0
2163,1967.0,e,1,0.0,3,305,1,0,0
2879,1967.0,f,1,0.0,4,403,1,0,0
3395,1967.0,g,1,0.0,4,403,1,0,0
3933,1967.0,h,1,0.0,4,403,1,0,0
1219,1968.0,c,1,0.0,3,305,0,0,0
1760,1968.0,d,0,0.0,3,305,0,0,0
2154,1968.0,e,1,0.0,3,305,0,0,0
1297,1969.0,c,1,0.0,4,401,1,0,0
1870,1969.0,d,1,0.0,4,401,1,0,0
2344,1969.0,e,1,0.0,4,401,1,0,0
7337,1969.0,f,0,3.0,4,401,1,0,0
3333,1969.0,g,1,2.0,4,401,1,0,0
3914,1969.0,h,1,1.0,4,401,1,0,0
1249,1970.0,c,1,0.0,4,401,1,0,0
1838,1970.0,d,1,0.0,4,401,1,0,0
2368,1970.0,e,1,0.0,4,401,1,0,0
1243,1971.0,c,1,0.0,4,402,0,0,0
1818,1971.0,d,1,0.0,4,402,0,0,0
2360,1971.0,e,1,0.0,4,402,0,0,0
1258,1972.0,c,1,0.0,4,402,0,0,0
1807,1972.0,d,1,0.0,4,402,0,0,0
2338,1972.0,e,1,0.0,4,402,0,0,0
1281,1973.0,c,1,0.0,4,402,0,0,0
1805,1973.0,d,1,0.0,4,402,0,0,0
2365,1973.0,e,1,0.0,4,402,0,0,0
1279,1974.0,c,0,0.0,4,402,0,0,0
1803,1974.0,d,0,0.0,4,402,0,0,0
2312,1974.0,e,1,0.0,4,402,0,0,0
1277,1975.0,c,1,0.0,4,402,0,0,0
1825,1975.0,d,1,0.0,4,402,0,0,0
2309,1975.0,e,1,0.0,4,402,0,0,0
1299,1976.0,c,1,0.0,4,403,1,0,0
1833,1976.0,d,0,0.0,4,403,1,0,0
2290,1976.0,e,1,0.0,4,403,1,0,0
1301,1977.0,c,1,0.0,4,403,0,0,0
1832,1977.0,d,0,0.0,4,403,0,0,0
2311,1977.0,e,1,0.0,4,403,0,0,0
