,id,Wave,Answer,Repeater,Course,Group,Sex,outlier_type,outlier
1426,1870.0,d,1,0.0,1,102,0,0,0
1893,1870.0,e,1,0.0,1,102,0,0,0
2572,1870.0,f,1,0.0,2,202,0,0,0
3102,1870.0,g,1,0.0,2,202,0,0,0
3589,1870.0,h,1,0.0,2,202,0,0,0
4355,1870.0,i,1,0.0,3,302,0,0,0
4910,1870.0,j,1,0.0,3,302,0,0,0
5489,1870.0,k,1,0.0,3,302,0,0,0
6112,1870.0,l,1,0.0,4,403,0,0,0
6661,1870.0,m,1,0.0,4,403,0,0,0
7320,1870.0,n,1,0.0,4,403,0,0,0
938,1871.0,c,1,0.0,1,102,0,0,0
1425,1871.0,d,1,0.0,1,102,0,0,0
1891,1871.0,e,1,0.0,1,102,0,0,0
2652,1871.0,f,1,0.0,2,201,0,10,1
3177,1871.0,g,1,0.0,2,201,0,10,1
3642,1871.0,h,1,0.0,2,201,0,0,0
4239,1871.0,i,1,3.0,2,201,0,0,0
4685,1871.0,j,1,2.0,2,201,0,0,0
5362,1871.0,k,1,1.0,2,201,0,0,0
5962,1871.0,l,1,0.0,3,302,0,0,0
6595,1871.0,m,1,0.0,3,302,0,0,0
7079,1871.0,n,1,0.0,3,302,0,0,0
922,1872.0,c,1,0.0,1,102,0,0,0
1424,1872.0,d,1,0.0,1,102,0,0,0
1890,1872.0,e,1,0.0,1,102,0,0,0
2654,1872.0,f,1,0.0,2,201,0,0,0
3191,1872.0,g,1,0.0,2,201,0,0,0
3640,1872.0,h,1,0.0,2,201,0,0,0
4364,1872.0,i,1,0.0,3,302,0,0,0
4901,1872.0,j,1,0.0,3,302,0,0,0
5470,1872.0,k,1,0.0,3,302,0,0,0
6172,1872.0,l,1,0.0,4,401,0,0,0
6768,1872.0,m,1,0.0,4,401,0,0,0
7216,1872.0,n,1,0.0,4,401,0,0,0
937,1873.0,c,1,0.0,1,102,1,0,0
1423,1873.0,d,1,0.0,1,102,1,0,0
1889,1873.0,e,1,0.0,1,102,1,0,0
2573,1873.0,f,1,0.0,2,202,1,0,0
3104,1873.0,g,1,0.0,2,202,1,0,0
3588,1873.0,h,1,0.0,2,202,1,0,0
4352,1873.0,i,0,0.0,3,302,1,0,0
4900,1873.0,j,1,0.0,3,302,1,0,0
5432,1873.0,k,1,0.0,3,302,1,0,0
6189,1873.0,l,1,0.0,4,402,1,0,0
6694,1873.0,m,1,0.0,4,402,1,0,0
7306,1873.0,n,1,0.0,4,402,1,0,0
936,1874.0,c,1,0.0,1,102,0,0,0
1422,1874.0,d,1,0.0,1,102,0,0,0
1888,1874.0,e,1,0.0,1,102,0,0,0
2656,1874.0,f,1,0.0,2,201,0,0,0
3180,1874.0,g,0,0.0,2,201,0,0,0
3639,1874.0,h,1,0.0,2,201,0,0,0
4293,1874.0,i,1,0.0,3,301,0,0,0
4944,1874.0,j,1,0.0,3,301,0,0,0
5493,1874.0,k,1,0.0,3,301,0,0,0
6170,1874.0,l,1,0.0,4,401,0,0,0
6749,1874.0,m,1,0.0,4,401,0,0,0
7214,1874.0,n,1,0.0,4,401,0,0,0
935,1875.0,c,1,0.0,1,102,0,0,0
1430,1875.0,d,1,0.0,1,102,0,0,0
1887,1875.0,e,1,0.0,1,102,0,0,0
2669,1875.0,f,1,0.0,2,201,0,0,0
3181,1875.0,g,1,0.0,2,201,0,0,0
3638,1875.0,h,1,0.0,2,201,0,0,0
4350,1875.0,i,1,0.0,3,302,0,0,0
4898,1875.0,j,1,0.0,3,302,0,0,0
5417,1875.0,k,1,0.0,3,302,0,0,0
6106,1875.0,l,1,0.0,4,403,0,0,0
6667,1875.0,m,1,0.0,4,403,0,0,0
7252,1875.0,n,1,0.0,4,403,0,0,0
934,1876.0,c,1,0.0,1,102,0,0,0
1421,1876.0,d,1,0.0,1,102,0,0,0
1886,1876.0,e,1,0.0,1,102,0,0,0
2577,1876.0,f,1,0.0,2,202,0,0,0
3108,1876.0,g,1,0.0,2,202,0,0,0
3584,1876.0,h,1,0.0,2,202,0,0,0
4349,1876.0,i,1,0.0,3,302,0,0,0
4897,1876.0,j,1,0.0,3,302,0,0,0
5418,1876.0,k,1,0.0,3,302,0,0,0
933,1877.0,c,1,0.0,1,102,0,0,0
1419,1877.0,d,1,0.0,1,102,0,0,0
1885,1877.0,e,1,0.0,1,102,0,0,0
2659,1877.0,f,1,0.0,2,201,0,0,0
3184,1877.0,g,0,0.0,2,201,0,0,0
3635,1877.0,h,1,0.0,2,201,0,0,0
4299,1877.0,i,1,0.0,3,301,0,0,0
4942,1877.0,j,1,0.0,3,301,0,0,0
5492,1877.0,k,1,0.0,3,301,0,0,0
6186,1877.0,l,1,0.0,4,402,0,0,0
6691,1877.0,m,1,0.0,4,402,0,0,0
7309,1877.0,n,1,0.0,4,402,0,0,0
932,1878.0,c,1,0.0,1,102,1,0,0
1418,1878.0,d,1,0.0,1,102,1,0,0
1884,1878.0,e,1,0.0,1,102,1,100,1
2660,1878.0,f,1,0.0,2,201,1,0,0
3185,1878.0,g,1,0.0,2,201,1,100,1
3634,1878.0,h,1,0.0,2,201,1,0,0
4291,1878.0,i,1,0.0,3,301,1,100,1
4941,1878.0,j,1,0.0,3,301,1,0,0
5490,1878.0,k,0,0.0,3,301,1,0,0
6165,1878.0,l,0,0.0,4,401,1,0,0
6674,1878.0,m,1,0.0,4,401,1,0,0
7209,1878.0,n,0,0.0,4,401,1,0,0
931,1879.0,c,1,0.0,1,102,0,0,0
1417,1879.0,d,1,0.0,1,102,0,0,0
1892,1879.0,e,1,0.0,1,102,0,100,1
2581,1879.0,f,1,0.0,2,202,0,0,0
3111,1879.0,g,1,0.0,2,202,0,0,0
3581,1879.0,h,1,0.0,2,202,0,0,0
4285,1879.0,i,1,0.0,3,302,0,0,0
4892,1879.0,j,1,0.0,3,302,0,0,0
5423,1879.0,k,1,0.0,3,302,0,0,0
6164,1879.0,l,1,0.0,4,401,0,0,0
6675,1879.0,m,1,0.0,4,401,0,0,0
7231,1879.0,n,0,0.0,4,401,0,0,0
930,1880.0,c,1,0.0,1,102,1,0,0
1416,1880.0,d,1,0.0,1,102,1,0,0
1883,1880.0,e,1,0.0,1,102,1,0,0
2663,1880.0,f,1,0.0,2,201,1,0,0
3188,1880.0,g,1,0.0,2,201,1,0,0
3631,1880.0,h,1,0.0,2,201,1,0,0
4283,1880.0,i,1,0.0,3,302,1,0,0
4890,1880.0,j,1,0.0,3,302,1,0,0
5425,1880.0,k,1,0.0,3,302,1,0,0
6161,1880.0,l,1,0.0,4,401,1,0,0
6680,1880.0,m,1,0.0,4,401,1,0,0
7234,1880.0,n,0,0.0,4,401,1,0,0
929,1881.0,c,1,0.0,1,102,1,0,0
1415,1881.0,d,1,0.0,1,102,1,0,0
1881,1881.0,e,1,0.0,1,102,1,0,0
2582,1881.0,f,1,0.0,2,202,1,0,0
3113,1881.0,g,1,0.0,2,202,1,0,0
3579,1881.0,h,1,0.0,2,202,1,0,0
4287,1881.0,i,1,0.0,3,301,1,0,0
4938,1881.0,j,1,0.0,3,301,1,0,0
5477,1881.0,k,0,0.0,3,301,1,0,0
6159,1881.0,l,1,0.0,4,401,1,0,0
6682,1881.0,m,0,0.0,4,401,1,0,0
7304,1881.0,n,1,0.0,4,401,1,0,0
928,1882.0,c,1,0.0,1,102,0,0,0
1414,1882.0,d,1,0.0,1,102,0,0,0
1880,1882.0,e,1,0.0,1,102,0,0,0
2583,1882.0,f,1,0.0,2,202,0,0,0
3114,1882.0,g,1,0.0,2,202,0,0,0
3578,1882.0,h,1,0.0,2,202,0,0,0
4286,1882.0,i,1,0.0,3,301,0,0,0
4937,1882.0,j,1,0.0,3,301,0,0,0
5478,1882.0,k,1,0.0,3,301,0,0,0
6158,1882.0,l,1,0.0,4,401,0,0,0
6683,1882.0,m,1,0.0,4,401,0,0,0
7303,1882.0,n,1,0.0,4,401,0,0,0
927,1883.0,c,1,0.0,1,103,0,0,0
1413,1883.0,d,1,0.0,1,103,0,0,0
1911,1883.0,e,1,0.0,1,103,0,0,0
2586,1883.0,f,1,0.0,2,203,0,10,1
3117,1883.0,g,1,0.0,2,203,0,10,1
3587,1883.0,h,1,0.0,2,203,0,0,0
4366,1883.0,i,0,0.0,3,303,0,0,0
4903,1883.0,j,1,0.0,3,303,0,0,0
5428,1883.0,k,1,0.0,3,303,0,0,0
6142,1883.0,l,1,0.0,4,404,0,0,0
926,1884.0,c,1,0.0,1,103,1,0,0
1412,1884.0,d,1,0.0,1,103,1,0,0
1910,1884.0,e,1,0.0,1,103,1,0,0
2588,1884.0,f,1,0.0,2,203,1,0,0
3119,1884.0,g,1,0.0,2,203,1,0,0
3602,1884.0,h,1,0.0,2,203,1,0,0
4234,1884.0,i,1,3.0,2,203,1,0,0
4734,1884.0,j,1,2.0,2,203,1,0,0
5264,1884.0,k,1,1.0,2,203,1,0,0
6037,1884.0,l,1,0.0,3,304,1,0,0
6531,1884.0,m,1,0.0,3,304,1,0,0
7167,1884.0,n,1,0.0,3,304,1,0,0
925,1885.0,c,1,0.0,1,103,0,0,0
1389,1885.0,d,1,0.0,1,103,0,0,0
1909,1885.0,e,1,0.0,1,103,0,0,0
2589,1885.0,f,1,0.0,2,203,0,0,0
3120,1885.0,g,1,0.0,2,203,0,1100,1
3615,1885.0,h,1,0.0,2,203,0,0,0
4119,1885.0,i,1,3.0,2,205,0,0,0
4667,1885.0,j,1,2.0,2,205,0,0,0
5304,1885.0,k,1,1.0,2,205,0,0,0
924,1886.0,c,1,0.0,1,103,1,0,0
1409,1886.0,d,1,0.0,1,103,1,0,0
1908,1886.0,e,1,0.0,1,103,1,0,0
2675,1886.0,f,1,0.0,2,205,1,0,0
3143,1886.0,g,1,0.0,2,205,1,0,0
3662,1886.0,h,1,0.0,2,205,1,0,0
4381,1886.0,i,1,0.0,3,303,1,0,0
4905,1886.0,j,1,0.0,3,303,1,0,0
5415,1886.0,k,1,0.0,3,303,1,0,0
6141,1886.0,l,1,0.0,4,404,1,0,0
6726,1886.0,m,1,0.0,4,404,1,0,0
7237,1886.0,n,1,0.0,4,404,1,0,0
923,1887.0,c,1,0.0,1,103,0,0,0
1388,1887.0,d,1,0.0,1,103,0,0,0
1907,1887.0,e,1,0.0,1,103,0,0,0
2633,1887.0,f,1,0.0,2,205,0,0,0
3144,1887.0,g,1,0.0,2,205,0,0,0
3663,1887.0,h,1,0.0,2,205,0,0,0
4379,1887.0,i,1,0.0,3,303,0,0,0
4907,1887.0,j,1,0.0,3,303,0,0,0
5431,1887.0,k,1,0.0,3,303,0,0,0
5966,1887.0,l,1,3.0,3,314,0,0,0
6638,1887.0,m,1,2.0,3,314,0,0,0
7116,1887.0,n,0,1.0,3,314,0,0,0
942,1888.0,c,1,0.0,1,103,1,0,0
1365,1888.0,d,1,0.0,1,103,1,0,0
1906,1888.0,e,1,0.0,1,103,1,0,0
2591,1888.0,f,1,0.0,2,203,0,0,0
3122,1888.0,g,1,0.0,2,203,0,0,0
3627,1888.0,h,1,0.0,2,203,0,0,0
4163,1888.0,i,1,3.0,2,201,0,0,0
4729,1888.0,j,1,2.0,2,201,0,0,0
5323,1888.0,k,1,1.0,2,201,0,0,0
6033,1888.0,l,1,0.0,3,303,0,0,0
6597,1888.0,m,1,0.0,3,303,0,0,0
921,1889.0,c,1,0.0,1,103,1,0,0
1362,1889.0,d,1,0.0,1,103,1,0,0
1905,1889.0,e,1,0.0,1,103,1,0,0
2593,1889.0,f,1,0.0,2,203,1,0,0
3094,1889.0,g,1,0.0,2,203,1,0,0
3625,1889.0,h,1,0.0,2,203,1,0,0
4326,1889.0,i,1,0.0,3,305,1,0,0
4856,1889.0,j,1,0.0,3,305,1,0,0
5396,1889.0,k,1,0.0,3,305,1,0,0
6136,1889.0,l,0,0.0,4,404,1,0,0
6730,1889.0,m,1,0.0,4,404,1,0,0
7257,1889.0,n,1,0.0,4,404,1,0,0
908,1890.0,c,1,0.0,1,103,0,0,0
1361,1890.0,d,1,0.0,1,103,0,0,0
1903,1890.0,e,1,0.0,1,103,0,0,0
2567,1890.0,f,1,0.0,2,203,0,0,0
3124,1890.0,g,1,0.0,2,203,0,0,0
3624,1890.0,h,1,0.0,2,203,0,0,0
4232,1890.0,i,1,3.0,2,203,0,0,0
4736,1890.0,j,1,2.0,2,203,0,0,0
5266,1890.0,k,1,1.0,2,203,0,0,0
6034,1890.0,l,1,0.0,3,303,0,0,0
6601,1890.0,m,1,0.0,3,303,0,0,0
7098,1890.0,n,1,0.0,3,303,0,0,0
909,1891.0,c,1,0.0,1,103,1,0,0
1360,1891.0,d,1,0.0,1,103,1,0,0
1902,1891.0,e,1,0.0,1,103,1,0,0
910,1892.0,c,1,0.0,1,103,1,0,0
1359,1892.0,d,1,0.0,1,103,1,0,0
1879,1892.0,e,1,0.0,1,103,1,0,0
2580,1892.0,f,1,0.0,2,203,1,0,0
3093,1892.0,g,1,0.0,2,203,1,0,0
3623,1892.0,h,1,0.0,2,203,1,0,0
4374,1892.0,i,1,0.0,3,303,1,0,0
4818,1892.0,j,1,0.0,3,303,1,0,0
5399,1892.0,k,1,0.0,3,303,1,0,0
6201,1892.0,l,1,0.0,4,402,1,0,0
6690,1892.0,m,1,0.0,4,402,1,0,0
7295,1892.0,n,1,0.0,4,402,1,0,0
911,1893.0,c,1,0.0,1,103,0,0,0
1358,1893.0,d,1,0.0,1,103,0,0,0
1878,1893.0,e,1,0.0,1,103,0,0,0
2557,1893.0,f,1,0.0,2,204,0,0,0
3081,1893.0,g,1,0.0,2,204,0,0,0
3658,1893.0,h,1,0.0,2,204,0,0,0
4113,1893.0,i,1,3.0,2,205,0,0,0
4673,1893.0,j,1,2.0,2,205,0,0,0
5310,1893.0,k,1,1.0,2,205,0,0,0
6019,1893.0,l,1,0.0,3,303,0,0,0
6600,1893.0,m,1,0.0,3,303,0,0,0
7097,1893.0,n,1,0.0,3,303,0,0,0
912,1894.0,c,1,0.0,1,103,0,0,0
1357,1894.0,d,1,0.0,1,103,0,0,0
1877,1894.0,e,1,0.0,1,103,0,0,0
2551,1894.0,f,1,0.0,2,203,0,100,1
3062,1894.0,g,1,0.0,2,203,0,0,0
3621,1894.0,h,1,0.0,2,203,0,0,0
4306,1894.0,i,1,0.0,3,304,0,0,0
4855,1894.0,j,1,0.0,3,304,0,0,0
5457,1894.0,k,1,0.0,3,304,0,0,0
6121,1894.0,l,1,0.0,4,403,0,0,0
6642,1894.0,m,1,0.0,4,403,0,0,0
7317,1894.0,n,0,0.0,4,403,0,0,0
913,1895.0,c,1,0.0,1,103,0,0,0
1356,1895.0,d,1,0.0,1,103,0,0,0
1876,1895.0,e,1,0.0,1,103,0,0,0
2606,1895.0,f,1,0.0,2,259,0,0,0
3159,1895.0,g,1,0.0,2,259,0,0,0
3681,1895.0,h,0,0.0,2,259,0,0,0
915,1896.0,c,1,0.0,1,103,0,0,0
1364,1896.0,d,1,0.0,1,103,0,0,0
1875,1896.0,e,1,0.0,1,103,0,0,0
2539,1896.0,f,1,0.0,2,203,0,0,0
3063,1896.0,g,1,0.0,2,203,0,0,0
3620,1896.0,h,1,0.0,2,203,0,0,0
4321,1896.0,i,1,0.0,3,304,0,0,0
4849,1896.0,j,0,0.0,3,304,0,0,0
5463,1896.0,k,1,0.0,3,304,0,0,0
6090,1896.0,l,1,0.0,4,404,0,0,0
6743,1896.0,m,0,0.0,4,404,0,0,0
7277,1896.0,n,0,0.0,4,404,0,0,0
916,1897.0,c,0,0.0,1,103,1,0,0
1355,1897.0,d,0,0.0,1,103,1,0,0
1874,1897.0,e,1,0.0,1,103,1,0,0
2540,1897.0,f,0,0.0,2,203,1,0,0
3064,1897.0,g,0,0.0,2,203,1,0,0
3619,1897.0,h,0,0.0,2,203,1,0,0
4322,1897.0,i,1,0.0,3,304,1,0,0
4848,1897.0,j,1,0.0,3,304,1,0,0
5464,1897.0,k,1,0.0,3,304,1,0,0
6195,1897.0,l,1,0.0,4,402,1,0,0
6700,1897.0,m,1,0.0,4,402,1,1000,1
7290,1897.0,n,1,0.0,4,402,1,0,0
917,1898.0,c,1,0.0,1,103,0,0,0
1353,1898.0,d,1,0.0,1,103,0,0,0
1882,1898.0,e,1,0.0,1,103,0,0,0
2544,1898.0,f,1,0.0,2,203,0,0,0
3068,1898.0,g,1,0.0,2,203,0,0,0
3616,1898.0,h,1,0.0,2,203,0,0,0
4337,1898.0,i,1,0.0,3,304,0,0,0
4843,1898.0,j,1,0.0,3,304,0,0,0
5453,1898.0,k,1,0.0,3,304,0,0,0
6085,1898.0,l,1,0.0,4,404,0,0,0
6738,1898.0,m,1,0.0,4,404,0,0,0
7272,1898.0,n,1,0.0,4,404,0,0,0
918,1899.0,c,1,0.0,1,103,0,0,0
1352,1899.0,d,1,0.0,1,103,0,0,0
1894,1899.0,e,1,0.0,1,103,0,0,0
2545,1899.0,f,1,0.0,2,203,0,0,0
3069,1899.0,g,1,0.0,2,203,0,0,0
3614,1899.0,h,1,0.0,2,203,0,0,0
4333,1899.0,i,1,0.0,3,344,0,0,0
4831,1899.0,j,1,0.0,3,344,0,0,0
5443,1899.0,k,1,0.0,3,344,0,0,0
6154,1899.0,l,1,0.0,4,424,0,0,0
6652,1899.0,m,0,0.0,4,424,0,0,0
7324,1899.0,n,1,0.0,4,424,0,0,0
939,1900.0,c,1,0.0,1,103,0,0,0
1349,1900.0,d,1,0.0,1,103,0,0,0
1913,1900.0,e,1,0.0,1,103,0,0,0
2546,1900.0,f,1,0.0,2,203,0,0,0
3070,1900.0,g,1,0.0,2,203,0,0,0
3613,1900.0,h,1,0.0,2,203,0,0,0
4257,1900.0,i,1,0.0,3,305,0,0,0
4875,1900.0,j,1,0.0,3,305,0,0,0
5388,1900.0,k,1,0.0,3,305,0,0,0
6081,1900.0,l,1,0.0,4,404,0,0,0
6717,1900.0,m,1,0.0,4,404,0,0,0
7268,1900.0,n,1,0.0,4,404,0,1,1
940,1901.0,c,1,0.0,1,103,0,0,0
1348,1901.0,d,1,0.0,1,103,0,0,0
1912,1901.0,e,1,0.0,1,103,0,0,0
2547,1901.0,f,1,0.0,2,203,0,0,0
3071,1901.0,g,1,0.0,2,203,0,0,0
3612,1901.0,h,1,0.0,2,203,0,0,0
4313,1901.0,i,1,0.0,3,304,0,0,0
4840,1901.0,j,1,0.0,3,304,0,0,0
5435,1901.0,k,1,0.0,3,304,0,0,0
6079,1901.0,l,1,0.0,4,404,0,0,0
6715,1901.0,m,1,0.0,4,404,0,0,0
7266,1901.0,n,1,0.0,4,404,0,0,0
941,1902.0,c,1,0.0,1,103,1,0,0
1347,1902.0,d,1,0.0,1,103,1,0,0
1901,1902.0,e,1,0.0,1,103,1,0,0
2548,1902.0,f,1,0.0,2,203,1,0,0
3072,1902.0,g,1,0.0,2,203,1,0,0
3611,1902.0,h,1,0.0,2,203,1,0,0
4320,1902.0,i,1,0.0,3,304,1,100,1
4838,1902.0,j,1,0.0,3,304,1,0,0
5436,1902.0,k,1,0.0,3,304,1,0,0
6188,1902.0,l,0,0.0,4,402,1,0,0
6693,1902.0,m,1,0.0,4,402,1,0,0
7307,1902.0,n,1,0.0,4,402,1,0,0
945,1903.0,c,1,0.0,1,103,0,0,0
1346,1903.0,d,1,0.0,1,103,0,0,0
1900,1903.0,e,1,0.0,1,103,0,0,0
2413,1903.0,f,1,3.0,1,104,0,0,0
2954,1903.0,g,1,2.0,1,104,0,0,0
3457,1903.0,h,0,1.0,1,104,0,0,0
4135,1903.0,i,1,0.0,2,205,0,0,0
4803,1903.0,j,1,0.0,2,205,0,0,0
5283,1903.0,k,1,0.0,2,205,0,0,0
947,1904.0,c,1,0.0,1,103,1,0,0
1354,1904.0,d,1,0.0,1,103,1,0,0
1899,1904.0,e,1,0.0,1,103,1,1,1
2549,1904.0,f,1,0.0,2,203,1,0,0
3073,1904.0,g,1,0.0,2,203,1,1,1
3610,1904.0,h,1,0.0,2,203,1,0,0
4255,1904.0,i,1,0.0,3,305,1,1,1
4873,1904.0,j,1,0.0,3,305,1,1,1
5390,1904.0,k,1,0.0,3,305,1,1,1
6187,1904.0,l,1,0.0,4,402,1,1,1
6692,1904.0,m,1,0.0,4,402,1,1,1
7308,1904.0,n,1,0.0,4,402,1,1,1
948,1905.0,c,1,0.0,1,103,1,0,0
1366,1905.0,d,1,0.0,1,103,1,0,0
1898,1905.0,e,1,0.0,1,103,1,0,0
2550,1905.0,f,1,0.0,2,203,1,0,0
3074,1905.0,g,1,0.0,2,203,1,0,0
3609,1905.0,h,1,0.0,2,203,1,0,0
4132,1905.0,i,1,3.0,2,205,1,0,0
4799,1905.0,j,1,2.0,2,205,1,0,0
5286,1905.0,k,1,1.0,2,205,1,0,0
6011,1905.0,l,0,0.0,3,303,1,0,0
6501,1905.0,m,0,0.0,3,303,1,0,0
7173,1905.0,n,1,0.0,3,303,1,0,0
949,1906.0,c,1,0.0,1,103,0,0,0
1376,1906.0,d,1,0.0,1,103,0,0,0
1897,1906.0,e,1,0.0,1,103,0,0,0
950,1907.0,c,1,0.0,1,103,0,0,0
1367,1907.0,d,1,0.0,1,103,0,0,0
1896,1907.0,e,1,0.0,1,103,0,0,0
2552,1907.0,f,1,0.0,2,203,0,0,0
3075,1907.0,g,1,0.0,2,203,0,0,0
3608,1907.0,h,1,0.0,2,203,0,0,0
4248,1907.0,i,1,3.0,2,201,0,0,0
4694,1907.0,j,1,2.0,2,201,0,0,0
5371,1907.0,k,1,1.0,2,201,0,0,0
5994,1907.0,l,1,0.0,3,305,0,0,0
6540,1907.0,m,1,0.0,3,305,0,0,0
7149,1907.0,n,1,0.0,3,305,0,0,0
953,1908.0,c,1,0.0,1,103,1,0,0
1385,1908.0,d,1,0.0,1,103,1,0,0
1953,1908.0,e,1,0.0,1,103,1,0,0
2538,1908.0,f,1,0.0,2,203,1,0,0
3077,1908.0,g,1,0.0,2,203,1,0,0
3606,1908.0,h,1,0.0,2,203,1,0,0
4309,1908.0,i,1,0.0,3,304,1,0,0
4835,1908.0,j,1,0.0,3,304,1,0,0
5439,1908.0,k,1,0.0,3,304,1,0,0
6182,1908.0,l,1,0.0,4,402,1,0,0
6665,1908.0,m,0,0.0,4,402,1,0,0
7328,1908.0,n,1,0.0,4,402,1,0,0
952,1909.0,c,1,0.0,1,103,0,0,0
1384,1909.0,d,0,0.0,1,103,0,0,0
1954,1909.0,e,1,0.0,1,103,0,0,0
2605,1909.0,f,1,0.0,2,205,0,0,0
3158,1909.0,g,1,0.0,2,205,0,0,0
3680,1909.0,h,0,0.0,2,205,0,0,0
4331,1909.0,i,1,0.0,3,344,0,0,0
4829,1909.0,j,1,0.0,3,344,0,0,0
5446,1909.0,k,1,0.0,3,344,0,0,0
6144,1909.0,l,1,0.0,4,434,0,0,0
6723,1909.0,m,1,0.0,4,434,0,0,0
7241,1909.0,n,1,0.0,4,434,0,0,0
951,1910.0,c,0,0.0,1,104,1,0,0
1383,1910.0,d,1,0.0,1,104,1,0,0
1987,1910.0,e,1,0.0,1,104,1,0,0
2584,1910.0,f,1,0.0,2,203,1,0,0
3115,1910.0,g,1,0.0,2,203,1,0,0
3577,1910.0,h,1,0.0,2,203,1,0,0
4330,1910.0,i,1,0.0,3,305,1,0,0
4887,1910.0,j,1,0.0,3,305,1,0,0
5447,1910.0,k,1,0.0,3,305,1,1,1
6156,1910.0,l,1,0.0,4,402,1,1,1
6685,1910.0,m,1,0.0,4,402,1,1,1
7301,1910.0,n,1,0.0,4,402,1,0,0
946,1911.0,c,0,0.0,1,104,0,0,0
1382,1911.0,d,0,0.0,1,104,0,0,0
1986,1911.0,e,1,0.0,1,104,0,0,0
954,1912.0,c,1,0.0,1,104,0,0,0
1381,1912.0,d,1,0.0,1,104,0,0,0
1985,1912.0,e,1,0.0,1,104,0,0,0
2630,1912.0,f,1,0.0,2,205,0,0,0
3141,1912.0,g,1,0.0,2,205,0,0,0
3696,1912.0,h,1,0.0,2,205,0,0,0
4365,1912.0,i,1,0.0,3,303,0,0,0
4904,1912.0,j,1,0.0,3,303,0,0,0
5429,1912.0,k,1,0.0,3,303,0,0,0
6124,1912.0,l,1,0.0,4,403,0,0,0
6653,1912.0,m,1,0.0,4,403,0,0,0
7332,1912.0,n,1,0.0,4,403,0,0,0
873,1913.0,c,0,0.0,1,104,0,0,0
1380,1913.0,d,1,0.0,1,104,0,0,0
1984,1913.0,e,1,0.0,1,104,0,0,0
2631,1913.0,f,1,0.0,2,205,0,0,0
3142,1913.0,g,1,0.0,2,205,0,0,0
3710,1913.0,h,1,0.0,2,205,0,0,0
4382,1913.0,i,1,0.0,3,303,0,0,0
4908,1913.0,j,1,0.0,3,303,0,0,0
5430,1913.0,k,1,0.0,3,303,0,0,0
6123,1913.0,l,1,0.0,4,403,0,0,0
6645,1913.0,m,1,0.0,4,403,0,0,0
7321,1913.0,n,1,0.0,4,403,0,0,0
878,1914.0,c,1,0.0,1,104,0,0,0
1379,1914.0,d,1,0.0,1,104,0,0,0
1983,1914.0,e,1,0.0,1,104,0,0,0
872,1915.0,c,1,0.0,1,104,1,0,0
1378,1915.0,d,1,0.0,1,104,1,100,1
1991,1915.0,e,1,0.0,1,104,1,0,0
2590,1915.0,f,1,0.0,2,203,1,0,0
3121,1915.0,g,1,0.0,2,203,1,0,0
3603,1915.0,h,1,0.0,2,203,1,0,0
4307,1915.0,i,1,0.0,3,304,1,0,0
4864,1915.0,j,0,0.0,3,304,1,0,0
5456,1915.0,k,1,0.0,3,304,1,0,0
6139,1915.0,l,0,0.0,4,404,1,0,0
6727,1915.0,m,1,0.0,4,404,1,0,0
7236,1915.0,n,1,0.0,4,404,1,0,0
871,1916.0,c,1,0.0,1,104,0,0,0
1386,1916.0,d,1,0.0,1,104,0,0,0
1982,1916.0,e,1,0.0,1,104,0,0,0
2634,1916.0,f,1,0.0,2,205,0,0,0
3145,1916.0,g,1,0.0,2,205,0,0,0
3664,1916.0,h,1,0.0,2,205,0,0,0
4378,1916.0,i,1,0.0,3,303,0,0,0
4906,1916.0,j,1,0.0,3,303,0,0,0
5414,1916.0,k,1,0.0,3,303,0,0,0
6138,1916.0,l,1,0.0,4,404,0,0,0
6728,1916.0,m,1,0.0,4,404,0,0,0
7235,1916.0,n,1,0.0,4,404,0,0,0
844,1917.0,c,1,0.0,1,104,1,100,1
1377,1917.0,d,1,0.0,1,104,1,0,0
2014,1917.0,e,1,0.0,1,104,1,0,0
2625,1917.0,f,1,0.0,2,249,1,0,0
3136,1917.0,g,1,0.0,2,249,1,0,0
3689,1917.0,h,1,0.0,2,249,1,0,0
4335,1917.0,i,1,0.0,3,344,1,0,0
4834,1917.0,j,1,0.0,3,344,1,0,0
5440,1917.0,k,0,0.0,3,344,1,0,0
845,1918.0,c,1,0.0,1,104,1,0,0
1375,1918.0,d,1,0.0,1,104,1,0,0
1980,1918.0,e,1,0.0,1,104,1,0,0
2636,1918.0,f,1,0.0,2,205,1,0,0
3147,1918.0,g,1,0.0,2,205,1,0,0
3666,1918.0,h,1,0.0,2,205,1,0,0
4324,1918.0,i,1,0.0,3,305,1,0,0
4871,1918.0,j,1,0.0,3,305,1,0,0
5395,1918.0,k,1,0.0,3,305,1,0,0
6135,1918.0,l,1,0.0,4,404,1,0,0
6731,1918.0,m,1,0.0,4,404,1,0,0
7258,1918.0,n,1,0.0,4,404,1,0,0
846,1919.0,c,1,0.0,1,104,1,0,0
1374,1919.0,d,1,0.0,1,104,1,0,0
1979,1919.0,e,1,0.0,1,104,1,0,0
2637,1919.0,f,1,0.0,2,205,1,0,0
3148,1919.0,g,1,0.0,2,205,1,0,0
3667,1919.0,h,1,0.0,2,205,1,0,0
4377,1919.0,i,1,0.0,3,303,1,0,0
4820,1919.0,j,1,0.0,3,303,1,0,0
